City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,doka,13.5167,35.7667,24.1,68,100,1.25,SD,1699500651
364,east london,-33.0153,27.9116,15.52,94,0,4.63,ZA,1699500586
365,saynshand,44.8824,110.1163,-10.38,56,2,7.77,MN,1699500653
366,shalqar,47.8333,59.6,7.56,86,72,3.37,KZ,1699500653
367,ghazni,33.5536,68.4269,7.9,60,12,0.7,AF,1699500654
368,lakatoro,-16.0999,167.4164,26.15,70,96,9.08,VU,1699500656
369,piti village,13.4626,144.6933,31.49,73,40,8.75,GU,1699500657
370,olyokminsk,60.3736,120.4264,-15.3,80,99,1.52,RU,1699500658
371,galle,6.0367,80.217,27.93,74,91,0.41,LK,1699500659
372,zahedan,29.4963,60.8629,7.95,100,0,2.06,IR,1699500660
373,paros,37.0833,25.15,20.72,100,19,2.57,GR,1699500661
374,minas de marcona,-15.2119,-75.1103,14.41,84,58,4.03,PE,1699500513
375,lincoln city,44.9582,-124.0179,8.78,88,4,3.58,US,1699500662
376,hobbs,32.7026,-103.136,20.03,25,0,5.14,US,1699500663
377,alice,27.7523,-98.0697,23.85,94,0,5.14,US,1699500664
378,khark,29.2614,50.3306,23.01,73,0,0.0,IR,1699500665
379,yigo village,13.5361,144.8886,30.62,72,40,8.75,GU,1699500667
380,murray bridge,-35.1167,139.2667,30.74,36,7,5.73,AU,1699500650
381,lata,40.1629,-8.3327,11.71,93,100,1.12,PT,1699500450
382,kapa'a,22.0752,-159.319,27.99,80,75,4.63,US,1699500602
383,zeya,53.75,127.2667,-6.4,62,100,2.0,RU,1699500670
384,arinos,-15.9169,-46.1056,21.41,46,0,0.92,BR,1699500671
385,ocean shores,46.9737,-124.1563,8.34,93,0,1.54,US,1699500665
386,tomatlan,19.9333,-105.25,23.8,96,56,0.52,MX,1699500673
387,zhob,31.3411,69.4481,15.49,46,14,1.48,PK,1699500508
388,peel,-33.3167,149.6333,21.59,56,87,4.41,AU,1699500674
389,arias,-33.6441,-62.4027,14.48,43,1,1.92,AR,1699500675
390,fortuna,40.5982,-124.1573,9.25,93,0,2.57,US,1699500676
391,ola,59.5833,151.2833,-14.01,70,6,4.25,RU,1699500455
392,vilhena,-12.7406,-60.1458,24.2,62,62,1.71,BR,1699500678
393,thinadhoo,0.5333,72.9333,27.55,79,35,4.63,MV,1699500679
394,vidyayevo,69.3191,32.8049,-8.92,90,60,1.5,RU,1699500680
395,tura,25.5198,90.2201,24.95,56,8,0.95,IN,1699500681
396,isabela,6.7085,121.9711,33.03,69,97,2.91,PH,1699500682
397,sisimiut,66.9395,-53.6735,-2.55,90,100,3.53,GL,1699500407
398,hithadhoo,-0.6,73.0833,27.43,80,79,5.94,MV,1699500684
399,papao,-17.75,-149.55,27.59,87,77,10.96,PF,1699500685
400,acarau,-2.8856,-40.12,26.43,82,33,8.13,BR,1699500446
401,puerto baquerizo moreno,-0.9,-89.6,24.53,82,97,6.19,EC,1699500521
402,zambezi,-13.5432,23.1047,17.87,92,99,1.21,ZM,1699500687
403,aldama,22.9167,-98.0667,24.16,97,39,0.45,MX,1699500689
404,axim,4.8699,-2.2405,25.72,86,83,2.71,GH,1699500690
405,ed damer,17.5928,33.9592,27.81,44,67,2.69,SD,1699500691
406,hammerfest,70.6634,23.6821,-0.75,74,97,5.66,NO,1699500692
407,westport,41.1415,-73.3579,6.68,52,100,4.12,US,1699500647
408,hell-ville,-13.4,48.2667,23.93,77,20,1.03,MG,1699500693
409,tonghae,37.5439,129.1069,18.14,48,37,2.67,KR,1699500694
410,temerluh,3.4506,102.4176,30.55,84,100,1.25,MY,1699500695
411,brisas de zicatela,15.8369,-97.0419,27.49,85,17,2.0,MX,1699500696
412,la huacana,18.9667,-101.8167,24.34,82,7,0.89,MX,1699500697
413,wakkanai,45.4094,141.6739,11.99,71,75,6.69,JP,1699500698
414,turaif,31.6725,38.6637,14.14,38,0,0.0,SA,1699500698
415,rimouski,48.4488,-68.524,-1.18,72,72,8.3,CA,1699500487
416,bryne,58.7354,5.6477,6.66,89,20,1.54,NO,1699500700
417,san andres,12.5847,-81.7006,30.01,70,20,6.17,CO,1699500701
418,bikenibeu village,1.3673,173.1241,29.41,71,51,2.18,KI,1699500702
419,plettenberg bay,-34.0527,23.3716,13.15,76,0,1.69,ZA,1699500702
420,odlabari,26.8333,88.6167,25.93,51,21,1.08,IN,1699500703
421,penzance,50.1186,-5.5371,11.54,76,59,13.66,GB,1699500704
422,mckenzie,47.7084,-103.4477,0.79,64,0,4.63,US,1699500628
423,arhribs,36.7936,4.3116,12.61,58,100,1.19,DZ,1699500706
424,siddipet,18.1,78.85,24.23,68,97,2.38,IN,1699500707
425,foso,5.7012,-1.2866,22.73,99,91,1.21,GH,1699500707
426,agat village,13.3886,144.6585,31.52,74,40,8.75,GU,1699500709
427,timbiqui,2.7717,-77.6654,25.17,94,100,1.59,CO,1699500710
428,shingu,33.7333,135.9833,20.65,79,100,2.13,JP,1699500711
429,magong,23.5654,119.5863,24.76,82,70,4.14,TW,1699500712
430,nuuk,64.1835,-51.7216,-0.66,100,100,4.63,GL,1699500713
431,manacapuru,-3.2997,-60.6206,24.61,91,100,0.93,BR,1699500714
432,saint-louis,16.3333,-15.0,23.41,18,93,4.04,SN,1699500680
433,vorotynets,56.0603,45.8633,5.19,88,100,1.63,RU,1699500715
434,hengchun,22.0042,120.7439,27.89,64,36,6.76,TW,1699500716
435,uyovu,-3.2833,31.5258,18.22,95,100,1.05,TZ,1699500717
436,masterton,-40.9597,175.6575,16.05,47,64,4.19,NZ,1699500718
437,camana,-16.6228,-72.7111,18.62,86,88,2.07,PE,1699500719
438,webuye,0.6075,34.7697,15.84,88,87,3.67,KE,1699500719
439,nizhnesortymskiy,62.4397,71.7603,-3.48,83,100,5.59,RU,1699500720
440,williams lake,52.1415,-122.1445,2.76,94,75,1.54,CA,1699500721
441,ceylanpinar,36.8472,40.05,16.03,39,31,1.45,TR,1699500722
442,khandud,36.9513,72.318,2.58,84,100,1.74,AF,1699500723
443,colonia rincon viejo,16.9,-95.05,23.17,95,42,2.68,MX,1699500724
444,lekeitio,43.3666,-2.5007,13.47,88,100,6.72,ES,1699500725
445,winter park,28.6,-81.3392,21.16,78,0,0.45,US,1699500449
446,twon-brass,4.3151,6.2418,27.09,80,100,4.74,NG,1699500726
447,taltal,-25.4,-70.4833,15.36,86,40,1.44,CL,1699500676
448,humaita,-7.5061,-63.0208,23.93,81,32,1.17,BR,1699500728
449,faya-largeau,17.9257,19.1043,23.26,28,12,6.05,TD,1699500729
450,akjoujt,19.6969,-14.4164,20.83,35,88,4.33,MR,1699500730
451,iquique,-20.2208,-70.1431,19.02,73,25,1.4,CL,1699500731
452,angaur state,6.906,134.13,29.38,67,39,4.86,PW,1699500731
453,washington,47.5001,-120.5015,7.03,62,100,0.52,US,1699500005
454,caleta de carquin,-11.0925,-77.6267,18.96,83,44,4.05,PE,1699500733
455,swift current,50.2834,-107.8014,0.45,69,0,5.66,CA,1699500734
456,terrace,54.5163,-128.6035,5.95,93,100,2.06,CA,1699500735
457,nikolayevsk-on-amure,53.1406,140.73,-4.13,91,100,1.58,RU,1699500736
458,jinchang,38.4953,102.1739,5.0,32,30,4.22,CN,1699500737
459,san rafael,-34.6177,-68.3301,16.52,30,4,2.51,AR,1699500702
460,amahai,-3.3333,128.9167,29.11,72,78,2.99,ID,1699500558
461,kailua-kona,19.6406,-155.9956,28.46,80,20,3.6,US,1699500682
462,ivdel',60.6911,60.4206,-1.56,98,100,1.34,RU,1699500740
463,quthing,-30.4,27.7003,16.88,54,0,0.53,LS,1699500741
464,azul,-36.777,-59.8585,8.01,62,17,3.23,AR,1699500742
465,abaza,52.655,90.0928,-5.83,92,100,1.55,RU,1699500742
466,kasaragod,12.5,75.0,27.47,75,97,0.61,IN,1699500743
467,iwanai,42.9744,140.5089,12.33,61,29,3.01,JP,1699500744
468,kijang,35.2442,129.2139,20.85,56,54,4.43,KR,1699500745
469,larache,35.1932,-6.1557,16.18,55,100,2.71,MA,1699500746
470,tangalle,6.024,80.7911,28.09,76,99,1.51,LK,1699500747
471,kenai,60.5544,-151.2583,1.75,98,100,2.06,US,1699500542
472,beyneu,45.3167,55.2,7.92,86,3,1.67,KZ,1699500748
473,nelson bay,-32.7167,152.15,27.27,73,76,10.28,AU,1699500749
474,maulavi bazar,24.4833,91.7833,24.51,68,18,1.9,BD,1699500750
475,khanty-mansiysk,61.0042,69.0019,-4.94,93,0,3.13,RU,1699500751
476,loffingen,47.8833,8.35,5.6,82,100,2.11,DE,1699500752
477,devoto,-31.4043,-62.3063,16.81,40,0,4.12,AR,1699500752
478,kayes,14.0,-11.0,24.5,24,57,2.14,ML,1699500753
479,mali,12.079,-12.2982,16.72,43,100,0.96,GN,1699500754
480,kuqa,41.7278,82.9364,10.64,25,100,1.09,CN,1699500755
481,ashbourne,53.5108,-6.4272,6.77,81,40,5.14,IE,1699500756
482,atchison,39.563,-95.1216,14.39,49,15,6.92,US,1699500757
483,kodinsk,58.6881,99.1844,-11.98,71,12,0.62,RU,1699500758
484,miles city,46.4083,-105.8406,2.54,75,100,3.6,US,1699500758
485,labrador city,52.9463,-66.9114,-9.05,86,100,6.17,CA,1699500759
486,lethem,3.3803,-59.7968,27.03,68,11,2.6,GY,1699500760
487,siwa oasis,29.2041,25.5195,19.77,76,0,2.13,EG,1699500761
488,namibe,-15.1961,12.1522,17.89,89,0,1.38,AO,1699500762
489,lydenburg,-25.0978,30.4597,12.7,88,8,0.19,ZA,1699500763
490,ciudad bolivar,8.1222,-63.5497,27.38,72,66,4.63,VE,1699500763
491,mossel bay,-34.1831,22.146,11.96,73,0,1.44,ZA,1699500764
492,okhotsk,59.3833,143.3,-13.67,81,2,6.31,RU,1699500766
493,dunedin,-45.8742,170.5036,11.0,80,73,3.13,NZ,1699500608
494,mordovo,52.0834,40.77,7.94,95,100,5.42,RU,1699500767
495,mata-utu,-13.2816,-176.1745,27.95,79,100,3.29,WF,1699500637
496,nantucket,41.2835,-70.0995,5.03,67,0,5.14,US,1699500710
497,uruzgan,32.8333,66.0,11.71,58,11,0.67,AF,1699500771
498,darwin,-12.4611,130.8418,32.99,58,20,4.63,AU,1699500683
499,kenitra,34.261,-6.5802,10.42,66,100,1.45,MA,1699500773
500,karachi,24.9056,67.0822,21.9,68,4,2.57,PK,1699500718
501,trenggalek,-8.05,111.7167,33.86,42,92,3.79,ID,1699500774
502,san patricio,28.017,-97.5169,25.47,82,38,5.3,US,1699500568
503,akureyri,65.6835,-18.0878,3.96,70,100,4.63,IS,1699500776
504,polyarnyy,69.1989,33.4478,-8.11,97,92,2.49,RU,1699500776
505,kruisfontein,-34.0033,24.7314,12.06,76,0,2.49,ZA,1699500777
506,vintar,18.2284,120.6475,31.86,66,40,2.57,PH,1699500778
507,viedma,-40.8135,-62.9967,9.1,70,0,3.26,AR,1699500588
508,khowy,38.5503,44.9521,7.29,57,6,3.09,IR,1699500780
509,callao,-12.0667,-77.15,20.4,77,100,3.09,PE,1699500781
510,banamba,13.55,-7.45,22.46,27,100,3.83,ML,1699500782
511,yatou,37.15,122.3833,11.03,70,99,10.53,CN,1699500783
512,kannad,20.2667,75.1333,26.27,36,94,2.57,IN,1699500784
513,daru,-9.0763,143.2092,28.42,62,63,5.04,PG,1699500785
514,puerto francisco de orellana,-0.4667,-76.9667,22.57,99,94,0.95,EC,1699500786
515,culpeper,38.5004,-77.9664,12.13,77,0,0.89,US,1699500787
516,chantonnay,46.687,-1.0502,9.23,86,91,2.91,FR,1699500788
517,oamaru,-45.0784,170.9801,10.77,80,88,8.69,NZ,1699500788
518,zaoyang,32.1272,112.7542,18.65,64,100,4.73,CN,1699500789
519,boa vista,2.8197,-60.6733,26.99,78,20,1.54,BR,1699500790
520,kakching,24.4833,93.9833,17.88,60,49,0.88,IN,1699500791
521,yelizovo,53.1873,158.3805,1.08,46,75,6.0,RU,1699500792
522,paka,4.6374,103.4368,30.96,66,20,1.54,MY,1699500793
523,san felipe,10.3399,-68.7425,23.75,84,73,0.93,VE,1699500794
524,kiffa,16.6166,-11.4045,22.74,23,33,4.17,MR,1699500795
525,titel,45.2061,20.2944,5.64,72,0,2.69,RS,1699500796
526,baissa,7.2333,10.6333,23.05,92,96,0.64,NG,1699500797
527,soledad de graciano sanchez,22.2,-100.95,18.9,30,0,2.06,MX,1699500797
528,santo antonio do ica,-3.1022,-67.9397,23.59,94,62,0.64,BR,1699500798
529,chartres,48.4167,1.5,9.47,94,100,1.34,FR,1699500799
530,el granada,37.5027,-122.4694,15.8,60,0,6.17,US,1699500800
531,al bawiti,28.3492,28.8659,17.73,93,0,3.04,EG,1699500801
532,sao lourenco da mata,-8.0022,-35.0183,26.69,74,75,5.66,BR,1699500802
533,villajoyosa,38.5075,-0.2335,16.5,61,24,3.68,ES,1699500803
534,dryden,49.7833,-92.7503,0.16,93,100,4.12,CA,1699500803
535,sai buri,6.7013,101.6168,29.42,65,95,2.1,TH,1699500804
536,vydrino,51.485,104.8461,-6.18,65,100,3.5,RU,1699500805
537,saudarkrokur,65.7461,-19.6394,0.42,86,12,2.3,IS,1699500637
538,bulgan,48.8125,103.5347,-12.02,65,0,1.5,MN,1699500807
539,khuzdar,27.7384,66.6434,19.82,36,2,1.88,PK,1699500808
540,conde,-7.2597,-34.9075,23.7,88,20,2.06,BR,1699500692
541,colwood,48.4329,-123.4859,8.98,90,40,3.09,CA,1699500810
542,bereeda,11.8704,51.0579,26.27,73,7,2.13,SO,1699500811
543,inari,68.906,27.0288,-6.89,98,100,0.71,FI,1699500812
544,dzhangala,49.2167,50.3333,7.15,82,97,3.49,KZ,1699500813
545,laojunmiao,39.8333,97.7333,5.45,24,10,2.37,CN,1699500814
546,quellon,-43.1167,-73.6167,7.49,84,81,2.6,CL,1699500563
547,ciudad del carmen,18.6333,-91.8333,27.02,83,0,2.57,MX,1699500816
548,kiunga,-6.1219,141.2906,33.96,46,58,1.69,PG,1699500816
549,virpur,23.1833,73.4833,28.06,36,0,2.57,IN,1699500817
550,afaahiti,-17.75,-149.2833,26.7,86,91,9.81,PF,1699500818
551,knyaze-volkonskoye,48.4642,135.4567,-3.81,92,100,2.24,RU,1699500819
552,verdal,63.7933,11.4817,3.02,86,8,3.32,NO,1699500820
553,hasaki,35.7333,140.8333,20.22,53,17,2.09,JP,1699500821
554,xique xique,-10.8217,-42.7311,25.35,65,9,6.2,BR,1699500822
555,kalat,29.0225,66.5916,10.58,64,3,1.54,PK,1699500822
556,rabat,33.9911,-6.8401,10.04,93,100,1.54,MA,1699500799
557,suances,43.4334,-4.0434,12.21,83,75,4.12,ES,1699500824
558,at-bashi,41.1702,75.8106,4.94,62,100,1.2,KG,1699500825
559,alvaraes,-3.2208,-64.8042,23.45,93,100,1.0,BR,1699500826
560,weno,7.4515,151.8468,28.97,84,100,5.14,FM,1699500827
561,puerto deseado,-47.7503,-65.8938,8.18,72,13,6.33,AR,1699500827
562,oxelosund,58.6706,17.1015,2.21,100,100,2.06,SE,1699500813
563,medina,24.4686,39.6142,24.24,29,0,3.09,SA,1699500767
564,itoman,26.1247,127.6694,29.01,74,75,6.69,JP,1699500830
565,tabou,4.423,-7.3528,24.71,90,100,2.62,CI,1699500831
566,columbia falls,48.3725,-114.1815,4.45,73,20,1.54,US,1699500832
567,tindouf,27.6711,-8.1474,18.3,33,0,5.3,DZ,1699500833
568,srivardhan,18.0333,73.0167,28.99,61,87,1.29,IN,1699500833
569,vallegrande,-18.4897,-64.1069,17.3,76,100,2.59,BO,1699500834
570,ta`u,-14.2336,-169.5144,26.9,79,100,1.92,AS,1699500655
571,uliastay,47.7417,96.8444,-9.3,88,100,1.16,MN,1699500836
572,chibougamau,49.9168,-74.3659,-10.21,92,40,1.54,CA,1699500750
573,panaba,21.2833,-88.2667,21.49,86,60,3.27,MX,1699500837
574,kismayo,-0.3582,42.5454,25.79,86,98,3.72,SO,1699500838
575,tidjikja,18.5564,-11.4271,19.46,35,7,4.5,MR,1699500839
576,petukhovo,55.0692,67.9019,2.36,76,54,2.16,RU,1699500840
577,lorengau,-2.0226,147.2712,29.82,73,69,5.37,PG,1699500841
578,amontada,-3.3617,-39.8317,25.97,76,25,3.67,BR,1699500842
579,tshabong,-26.05,22.45,20.91,23,0,3.32,BW,1699500843
580,serdar,38.9764,56.2757,13.02,51,0,4.13,TM,1699500844
581,vostochnyy,55.8167,37.8667,6.31,83,99,0.58,RU,1699500844
582,sao joao do piaui,-8.3581,-42.2467,26.55,61,0,4.31,BR,1699500845
583,pasian di prato,46.0486,13.1875,10.32,89,0,2.57,IT,1699500846
584,harlingen,26.1906,-97.6961,25.95,89,20,4.63,US,1699500829
